"Tabela 9605 - População residente, por cor ou raça, nos Censos Demográficos"
"Variável - População residente"
"Nível","Cód.","Município","Ano x Cor ou raça"
"Nível","Cód.","Município","2022"
"Nível","Cód.","Município","Branca",,"Preta",,"Amarela",,"Parda",,"Indígena"
"MU","2311264","Quiterianópolis (CE)","6181","Pessoas","1198","Pessoas","11","Pessoas","12152","Pessoas","670","Pessoas"
"MU","2311306","Quixadá (CE)","21331","Pessoas","5630","Pessoas","96","Pessoas","57081","Pessoas","28","Pessoas"
"MU","2311355","Quixelô (CE)","5669","Pessoas","485","Pessoas","8","Pessoas","9738","Pessoas","10","Pessoas"
"MU","2311405","Quixeramobim (CE)","19041","Pessoas","5122","Pessoas","27","Pessoas","57871","Pessoas","116","Pessoas"
"MU","2311504","Quixeré (CE)","6506","Pessoas","1278","Pessoas","3","Pessoas","13083","Pessoas","4","Pessoas"
"MU","2311603","Redenção (CE)","4320","Pessoas","1527","Pessoas","7","Pessoas","21338","Pessoas","22","Pessoas"
"MU","2311702","Reriutaba (CE)","5825","Pessoas","629","Pessoas","18","Pessoas","12133","Pessoas","1","Pessoas"
"MU","2311801","Russas (CE)","23556","Pessoas","3923","Pessoas","83","Pessoas","45336","Pessoas","29","Pessoas"
"MU","2311900","Saboeiro (CE)","5086","Pessoas","1019","Pessoas","15","Pessoas","7731","Pessoas","3","Pessoas"
"MU","2311959","Salitre (CE)","3717","Pessoas","2445","Pessoas","1","Pessoas","10455","Pessoas","15","Pessoas"
"MU","2312007","Santana do Acaraú (CE)","6919","Pessoas","2887","Pessoas","44","Pessoas","20751","Pessoas","27","Pessoas"
"MU","2312106","Santana do Cariri (CE)","3501","Pessoas","1304","Pessoas","17","Pessoas","12127","Pessoas","5","Pessoas"
"MU","2312205","Santa Quitéria (CE)","9438","Pessoas","2286","Pessoas","25","Pessoas","28382","Pessoas","49","Pessoas"
"MU","2312304","São Benedito (CE)","14290","Pessoas","2902","Pessoas","27","Pessoas","30155","Pessoas","265","Pessoas"
"MU","2312403","São Gonçalo do Amarante (CE)","10528","Pessoas","2961","Pessoas","61","Pessoas","40485","Pessoas","108","Pessoas"
"MU","2312502","São João do Jaguaribe (CE)","1791","Pessoas","232","Pessoas","1","Pessoas","3831","Pessoas","-","Pessoas"
"MU","2312601","São Luís do Curu (CE)","2642","Pessoas","588","Pessoas","25","Pessoas","7561","Pessoas","6","Pessoas"
"MU","2312700","Senador Pompeu (CE)","6602","Pessoas","1795","Pessoas","2","Pessoas","15860","Pessoas","5","Pessoas"
"MU","2312809","Senador Sá (CE)","1141","Pessoas","444","Pessoas","8","Pessoas","5667","Pessoas","2","Pessoas"
"MU","2312908","Sobral (CE)","51815","Pessoas","15839","Pessoas","323","Pessoas","134926","Pessoas","114","Pessoas"
"MU","2313005","Solonópole (CE)","4683","Pessoas","1039","Pessoas","5","Pessoas","12449","Pessoas","3","Pessoas"
"MU","2313104","Tabuleiro do Norte (CE)","12509","Pessoas","1366","Pessoas","22","Pessoas","16748","Pessoas","7","Pessoas"
"MU","2313203","Tamboril (CE)","5330","Pessoas","1561","Pessoas","11","Pessoas","17331","Pessoas","579","Pessoas"
"MU","2313252","Tarrafas (CE)","3264","Pessoas","356","Pessoas","-","Pessoas","3907","Pessoas","2","Pessoas"
"MU","2313302","Tauá (CE)","24407","Pessoas","5064","Pessoas","57","Pessoas","31645","Pessoas","40","Pessoas"
"MU","2313351","Tejuçuoca (CE)","2951","Pessoas","581","Pessoas","15","Pessoas","13599","Pessoas","8","Pessoas"
"MU","2313401","Tianguá (CE)","21725","Pessoas","3176","Pessoas","124","Pessoas","56414","Pessoas","67","Pessoas"
"MU","2313500","Trairi (CE)","12330","Pessoas","3060","Pessoas","84","Pessoas","42912","Pessoas","24","Pessoas"
"MU","2313559","Tururu (CE)","3069","Pessoas","969","Pessoas","6","Pessoas","11361","Pessoas","7","Pessoas"
"MU","2313609","Ubajara (CE)","7686","Pessoas","1286","Pessoas","24","Pessoas","23749","Pessoas","21","Pessoas"
"MU","2313708","Umari (CE)","2190","Pessoas","647","Pessoas","7","Pessoas","4026","Pessoas","1","Pessoas"
"MU","2313757","Umirim (CE)","3483","Pessoas","996","Pessoas","19","Pessoas","12968","Pessoas","4","Pessoas"
"MU","2313807","Uruburetama (CE)","4704","Pessoas","1224","Pessoas","10","Pessoas","14225","Pessoas","26","Pessoas"
"MU","2313906","Uruoca (CE)","2482","Pessoas","691","Pessoas","7","Pessoas","10562","Pessoas","4","Pessoas"
"MU","2313955","Varjota (CE)","5337","Pessoas","749","Pessoas","35","Pessoas","11972","Pessoas","11","Pessoas"
"MU","2314003","Várzea Alegre (CE)","12244","Pessoas","2994","Pessoas","19","Pessoas","23723","Pessoas","2","Pessoas"
"MU","2314102","Viçosa do Ceará (CE)","10375","Pessoas","2071","Pessoas","59","Pessoas","47141","Pessoas","66","Pessoas"
"MU","2400109","Acari (RN)","4866","Pessoas","1303","Pessoas","2","Pessoas","4413","Pessoas","13","Pessoas"
"MU","2400208","Açu (RN)","18654","Pessoas","5786","Pessoas","108","Pessoas","31813","Pessoas","134","Pessoas"
"MU","2400307","Afonso Bezerra (RN)","2925","Pessoas","1306","Pessoas","20","Pessoas","6586","Pessoas","2","Pessoas"
"MU","2400406","Água Nova (RN)","1494","Pessoas","245","Pessoas","-","Pessoas","1207","Pessoas","-","Pessoas"
"MU","2400505","Alexandria (RN)","4952","Pessoas","647","Pessoas","19","Pessoas","8017","Pessoas","5","Pessoas"
"MU","2400604","Almino Afonso (RN)","2237","Pessoas","282","Pessoas","5","Pessoas","2160","Pessoas","3","Pessoas"
"MU","2400703","Alto do Rodrigues (RN)","4843","Pessoas","832","Pessoas","2","Pessoas","6807","Pessoas","-","Pessoas"
"MU","2400802","Angicos (RN)","4070","Pessoas","1245","Pessoas","2","Pessoas","6313","Pessoas","2","Pessoas"
"MU","2400901","Antônio Martins (RN)","3281","Pessoas","308","Pessoas","1","Pessoas","2987","Pessoas","-","Pessoas"
"MU","2401008","Apodi (RN)","15823","Pessoas","1792","Pessoas","25","Pessoas","18304","Pessoas","147","Pessoas"
"MU","2401107","Areia Branca (RN)","7338","Pessoas","2663","Pessoas","21","Pessoas","14055","Pessoas","16","Pessoas"
"MU","2401206","Arês (RN)","3601","Pessoas","1487","Pessoas","15","Pessoas","8100","Pessoas","48","Pessoas"
"MU","2401305","Campo Grande (RN)","3289","Pessoas","449","Pessoas","3","Pessoas","5987","Pessoas","2","Pessoas"
"MU","2401404","Baía Formosa (RN)","2755","Pessoas","552","Pessoas","3","Pessoas","5019","Pessoas","496","Pessoas"
"MU","2401453","Baraúna (RN)","8322","Pessoas","2526","Pessoas","78","Pessoas","15963","Pessoas","24","Pessoas"
"MU","2401503","Barcelona (RN)","1586","Pessoas","319","Pessoas","2","Pessoas","2079","Pessoas","-","Pessoas"
"MU","2401602","Bento Fernandes (RN)","1262","Pessoas","300","Pessoas","1","Pessoas","3243","Pessoas","1","Pessoas"
"MU","2401651","Bodó (RN)","953","Pessoas","148","Pessoas","-","Pessoas","1203","Pessoas","2","Pessoas"
"MU","2401701","Bom Jesus (RN)","3016","Pessoas","1326","Pessoas","15","Pessoas","5590","Pessoas","2","Pessoas"
"MU","2401800","Brejinho (RN)","4402","Pessoas","769","Pessoas","11","Pessoas","7017","Pessoas","3","Pessoas"
"MU","2401859","Caiçara do Norte (RN)","1854","Pessoas","510","Pessoas","1","Pessoas","3926","Pessoas","1","Pessoas"
"MU","2401909","Caiçara do Rio do Vento (RN)","1044","Pessoas","243","Pessoas","3","Pessoas","1977","Pessoas","1","Pessoas"
"MU","2402006","Caicó (RN)","34800","Pessoas","4712","Pessoas","43","Pessoas","21536","Pessoas","53","Pessoas"
"MU","2402105","Campo Redondo (RN)","3515","Pessoas","493","Pessoas","6","Pessoas","6201","Pessoas","-","Pessoas"
"MU","2402204","Canguaretama (RN)","8864","Pessoas","2404","Pessoas","24","Pessoas","18000","Pessoas","376","Pessoas"
"MU","2402303","Caraúbas (RN)","7287","Pessoas","1461","Pessoas","46","Pessoas","10918","Pessoas","15","Pessoas"
"MU","2402402","Carnaúba dos Dantas (RN)","4583","Pessoas","514","Pessoas","4","Pessoas","2854","Pessoas","37","Pessoas"
"MU","2402501","Carnaubais (RN)","2802","Pessoas","1121","Pessoas","6","Pessoas","5778","Pessoas","7","Pessoas"
"MU","2402600","Ceará-Mirim (RN)","20171","Pessoas","11571","Pessoas","185","Pessoas","46197","Pessoas","990","Pessoas"
"MU","2402709","Cerro Corá (RN)","4563","Pessoas","475","Pessoas","11","Pessoas","5941","Pessoas","10","Pessoas"
"MU","2402808","Coronel Ezequiel (RN)","1858","Pessoas","300","Pessoas","3","Pessoas","2956","Pessoas","-","Pessoas"
"MU","2402907","Coronel João Pessoa (RN)","2245","Pessoas","662","Pessoas","-","Pessoas","1330","Pessoas","-","Pessoas"
"MU","2403004","Cruzeta (RN)","3840","Pessoas","595","Pessoas","15","Pessoas","3548","Pessoas","7","Pessoas"
"MU","2403103","Currais Novos (RN)","20102","Pessoas","2988","Pessoas","16","Pessoas","18176","Pessoas","31","Pessoas"
"MU","2403202","Doutor Severiano (RN)","3558","Pessoas","445","Pessoas","1","Pessoas","3039","Pessoas","1","Pessoas"
"MU","2403251","Parnamirim (RN)","118180","Pessoas","19629","Pessoas","370","Pessoas","114184","Pessoas","343","Pessoas"
"MU","2403301","Encanto (RN)","3131","Pessoas","449","Pessoas","1","Pessoas","2433","Pessoas","2","Pessoas"
"MU","2403400","Equador (RN)","2622","Pessoas","393","Pessoas","2","Pessoas","2342","Pessoas","1","Pessoas"
"MU","2403509","Espírito Santo (RN)","3464","Pessoas","753","Pessoas","22","Pessoas","6380","Pessoas","1","Pessoas"
"MU","2403608","Extremoz (RN)","19047","Pessoas","7963","Pessoas","100","Pessoas","34415","Pessoas","109","Pessoas"
"MU","2403707","Felipe Guerra (RN)","2299","Pessoas","417","Pessoas","1","Pessoas","3227","Pessoas","-","Pessoas"
"MU","2403756","Fernando Pedroza (RN)","823","Pessoas","320","Pessoas","14","Pessoas","1778","Pessoas","3","Pessoas"
"MU","2403806","Florânia (RN)","4897","Pessoas","748","Pessoas","2","Pessoas","4548","Pessoas","1","Pessoas"
"MU","2403905","Francisco Dantas (RN)","1415","Pessoas","220","Pessoas","1","Pessoas","1063","Pessoas","1","Pessoas"
"MU","2404002","Frutuoso Gomes (RN)","1922","Pessoas","137","Pessoas","2","Pessoas","2058","Pessoas","3","Pessoas"
"MU","2404101","Galinhos (RN)","609","Pessoas","113","Pessoas","2","Pessoas","1378","Pessoas","2","Pessoas"
"MU","2404200","Goianinha (RN)","8030","Pessoas","2434","Pessoas","49","Pessoas","15804","Pessoas","424","Pessoas"
"MU","2404309","Governador Dix-Sept Rosado (RN)","4914","Pessoas","1086","Pessoas","17","Pessoas","5920","Pessoas","1","Pessoas"
"MU","2404408","Grossos (RN)","3127","Pessoas","796","Pessoas","-","Pessoas","6001","Pessoas","-","Pessoas"
"MU","2404507","Guamaré (RN)","5038","Pessoas","1576","Pessoas","56","Pessoas","8620","Pessoas","4","Pessoas"
"MU","2404606","Ielmo Marinho (RN)","3054","Pessoas","1315","Pessoas","26","Pessoas","7202","Pessoas","18","Pessoas"
"MU","2404705","Ipanguaçu (RN)","4215","Pessoas","1793","Pessoas","21","Pessoas","8089","Pessoas","13","Pessoas"
"MU","2404804","Ipueira (RN)","893","Pessoas","134","Pessoas","12","Pessoas","996","Pessoas","-","Pessoas"
"MU","2404853","Itajá (RN)","2428","Pessoas","851","Pessoas","9","Pessoas","3996","Pessoas","8","Pessoas"
"MU","2404903","Itaú (RN)","2227","Pessoas","322","Pessoas","-","Pessoas","2770","Pessoas","1","Pessoas"
"MU","2405009","Jaçanã (RN)","2649","Pessoas","360","Pessoas","2","Pessoas","4823","Pessoas","-","Pessoas"
"MU","2405108","Jandaíra (RN)","1938","Pessoas","519","Pessoas","18","Pessoas","4083","Pessoas","4","Pessoas"
"MU","2405207","Janduís (RN)","1630","Pessoas","373","Pessoas","3","Pessoas","2726","Pessoas","14","Pessoas"
"MU","2405306","Januário Cicco (RN)","2961","Pessoas","761","Pessoas","23","Pessoas","5304","Pessoas","2","Pessoas"
"MU","2405405","Japi (RN)","1897","Pessoas","259","Pessoas","3","Pessoas","2956","Pessoas","2","Pessoas"
"MU","2405504","Jardim de Angicos (RN)","765","Pessoas","309","Pessoas","1","Pessoas","1271","Pessoas","91","Pessoas"
"MU","2405603","Jardim de Piranhas (RN)","7796","Pessoas","671","Pessoas","12","Pessoas","5490","Pessoas","8","Pessoas"
"MU","2405702","Jardim do Seridó (RN)","7258","Pessoas","709","Pessoas","9","Pessoas","3679","Pessoas","-","Pessoas"
"MU","2405801","João Câmara (RN)","9349","Pessoas","3157","Pessoas","158","Pessoas","18251","Pessoas","2375","Pessoas"
"MU","2405900","João Dias (RN)","841","Pessoas","140","Pessoas","1","Pessoas","1094","Pessoas","-","Pessoas"
"MU","2406007","José da Penha (RN)","3093","Pessoas","379","Pessoas","3","Pessoas","2328","Pessoas","-","Pessoas"
"MU","2406106","Jucurutu (RN)","7383","Pessoas","1057","Pessoas","10","Pessoas","9332","Pessoas","11","Pessoas"
"MU","2406155","Jundiá (RN)","1235","Pessoas","317","Pessoas","2","Pessoas","2184","Pessoas","1","Pessoas"
"MU","2406205","Lagoa d'Anta (RN)","2130","Pessoas","492","Pessoas","18","Pessoas","4011","Pessoas","3","Pessoas"
"MU","2406304","Lagoa de Pedras (RN)","2303","Pessoas","703","Pessoas","26","Pessoas","4301","Pessoas","5","Pessoas"
"MU","2406403","Lagoa de Velhos (RN)","934","Pessoas","226","Pessoas","1","Pessoas","1404","Pessoas","2","Pessoas"
"MU","2406502","Lagoa Nova (RN)","5638","Pessoas","1451","Pessoas","9","Pessoas","8465","Pessoas","10","Pessoas"
"MU","2406601","Lagoa Salgada (RN)","3026","Pessoas","703","Pessoas","1","Pessoas","4585","Pessoas","4","Pessoas"
"MU","2406700","Lajes (RN)","2931","Pessoas","1131","Pessoas","2","Pessoas","5799","Pessoas","3","Pessoas"
"MU","2406809","Lajes Pintadas (RN)","1227","Pessoas","303","Pessoas","-","Pessoas","3257","Pessoas","-","Pessoas"
"MU","2406908","Lucrécia (RN)","1691","Pessoas","157","Pessoas","-","Pessoas","1642","Pessoas","-","Pessoas"
"MU","2407005","Luís Gomes (RN)","3402","Pessoas","1014","Pessoas","22","Pessoas","4611","Pessoas","21","Pessoas"
"MU","2407104","Macaíba (RN)","25195","Pessoas","10004","Pessoas","182","Pessoas","45960","Pessoas","907","Pessoas"
"MU","2407203","Macau (RN)","8624","Pessoas","3151","Pessoas","28","Pessoas","15533","Pessoas","32","Pessoas"
"MU","2407252","Major Sales (RN)","1492","Pessoas","221","Pessoas","4","Pessoas","2204","Pessoas","3","Pessoas"
"MU","2407302","Marcelino Vieira (RN)","4016","Pessoas","667","Pessoas","1","Pessoas","3212","Pessoas","-","Pessoas"
"MU","2407401","Martins (RN)","3634","Pessoas","754","Pessoas","4","Pessoas","3783","Pessoas","-","Pessoas"
"MU","2407500","Maxaranguape (RN)","2487","Pessoas","1505","Pessoas","24","Pessoas","6232","Pessoas","6","Pessoas"
"MU","2407609","Messias Targino (RN)","1371","Pessoas","576","Pessoas","2","Pessoas","2323","Pessoas","2","Pessoas"
"MU","2407708","Montanhas (RN)","3948","Pessoas","667","Pessoas","11","Pessoas","6808","Pessoas","10","Pessoas"
"MU","2407807","Monte Alegre (RN)","7701","Pessoas","1810","Pessoas","39","Pessoas","13448","Pessoas","33","Pessoas"
"MU","2407906","Monte das Gameleiras (RN)","904","Pessoas","65","Pessoas","-","Pessoas","1307","Pessoas","-","Pessoas"
"MU","2408003","Mossoró (RN)","111024","Pessoas","24536","Pessoas","553","Pessoas","128231","Pessoas","226","Pessoas"
"MU","2408102","Natal (RN)","324743","Pessoas","73655","Pessoas","1284","Pessoas","350323","Pessoas","1264","Pessoas"
"MU","2408201","Nísia Floresta (RN)","9593","Pessoas","3835","Pessoas","49","Pessoas","18405","Pessoas","60","Pessoas"
"MU","2408300","Nova Cruz (RN)","12745","Pessoas","1790","Pessoas","74","Pessoas","19628","Pessoas","31","Pessoas"
"MU","2408409","Olho d'Água do Borges (RN)","1898","Pessoas","228","Pessoas","-","Pessoas","1779","Pessoas","-","Pessoas"
"MU","2408508","Ouro Branco (RN)","3231","Pessoas","196","Pessoas","-","Pessoas","1482","Pessoas","4","Pessoas"
"MU","2408607","Paraná (RN)","1895","Pessoas","161","Pessoas","-","Pessoas","1877","Pessoas","1","Pessoas"
"MU","2408706","Paraú (RN)","1131","Pessoas","252","Pessoas","4","Pessoas","2192","Pessoas","-","Pessoas"
"MU","2408805","Parazinho (RN)","1506","Pessoas","581","Pessoas","22","Pessoas","2690","Pessoas","2","Pessoas"
"MU","2408904","Parelhas (RN)","12587","Pessoas","1503","Pessoas","39","Pessoas","7361","Pessoas","9","Pessoas"
"MU","2408953","Rio do Fogo (RN)","2801","Pessoas","960","Pessoas","47","Pessoas","6525","Pessoas","18","Pessoas"
"MU","2409100","Passa e Fica (RN)","4191","Pessoas","670","Pessoas","14","Pessoas","6013","Pessoas","6","Pessoas"
"MU","2409209","Passagem (RN)","1157","Pessoas","215","Pessoas","2","Pessoas","1738","Pessoas","3","Pessoas"
"MU","2409308","Patu (RN)","4303","Pessoas","773","Pessoas","47","Pessoas","5882","Pessoas","2","Pessoas"
"MU","2409332","Santa Maria (RN)","1448","Pessoas","461","Pessoas","15","Pessoas","2911","Pessoas","12","Pessoas"
"MU","2409407","Pau dos Ferros (RN)","15837","Pessoas","2823","Pessoas","8","Pessoas","11802","Pessoas","8","Pessoas"
"MU","2409506","Pedra Grande (RN)","1049","Pessoas","461","Pessoas","23","Pessoas","2083","Pessoas","2","Pessoas"
"MU","2409605","Pedra Preta (RN)","745","Pessoas","346","Pessoas","-","Pessoas","1350","Pessoas","-","Pessoas"
"MU","2409704","Pedro Avelino (RN)","1937","Pessoas","750","Pessoas","52","Pessoas","3503","Pessoas","-","Pessoas"
"MU","2409803","Pedro Velho (RN)","4955","Pessoas","946","Pessoas","12","Pessoas","7897","Pessoas","14","Pessoas"
"MU","2409902","Pendências (RN)","3444","Pessoas","1444","Pessoas","6","Pessoas","7384","Pessoas","-","Pessoas"
"MU","2410009","Pilões (RN)","930","Pessoas","173","Pessoas","1","Pessoas","1861","Pessoas","-","Pessoas"
"MU","2410108","Poço Branco (RN)","3187","Pessoas","1344","Pessoas","2","Pessoas","7855","Pessoas","2","Pessoas"
"MU","2410207","Portalegre (RN)","3061","Pessoas","1482","Pessoas","1","Pessoas","3046","Pessoas","11","Pessoas"
"MU","2410256","Porto do Mangue (RN)","1464","Pessoas","620","Pessoas","1","Pessoas","3138","Pessoas","4","Pessoas"
"MU","2410306","Serra Caiada (RN)","3034","Pessoas","720","Pessoas","7","Pessoas","6359","Pessoas","5","Pessoas"
"MU","2410405","Pureza (RN)","2783","Pessoas","878","Pessoas","9","Pessoas","5670","Pessoas","22","Pessoas"
"MU","2410504","Rafael Fernandes (RN)","2943","Pessoas","264","Pessoas","4","Pessoas","2215","Pessoas","6","Pessoas"
"MU","2410603","Rafael Godeiro (RN)","1728","Pessoas","136","Pessoas","-","Pessoas","1070","Pessoas","-","Pessoas"
"MU","2410702","Riacho da Cruz (RN)","960","Pessoas","429","Pessoas","-","Pessoas","1312","Pessoas","-","Pessoas"
"MU","2410801","Riacho de Santana (RN)","2273","Pessoas","153","Pessoas","1","Pessoas","1700","Pessoas","-","Pessoas"
"MU","2410900","Riachuelo (RN)","2108","Pessoas","679","Pessoas","7","Pessoas","4589","Pessoas","6","Pessoas"
"MU","2411007","Rodolfo Fernandes (RN)","1570","Pessoas","322","Pessoas","2","Pessoas","2344","Pessoas","4","Pessoas"
"MU","2411056","Tibau (RN)","1522","Pessoas","427","Pessoas","2","Pessoas","3427","Pessoas","2","Pessoas"
"MU","2411106","Ruy Barbosa (RN)","765","Pessoas","203","Pessoas","-","Pessoas","2238","Pessoas","-","Pessoas"
"MU","2411205","Santa Cruz (RN)","15160","Pessoas","3440","Pessoas","188","Pessoas","18494","Pessoas","31","Pessoas"
"MU","2411403","Santana do Matos (RN)","4654","Pessoas","1040","Pessoas","8","Pessoas","6743","Pessoas","10","Pessoas"
"MU","2411429","Santana do Seridó (RN)","1680","Pessoas","131","Pessoas","-","Pessoas","885","Pessoas","-","Pessoas"
"MU","2411502","Santo Antônio (RN)","8167","Pessoas","1397","Pessoas","31","Pessoas","12555","Pessoas","27","Pessoas"
"MU","2411601","São Bento do Norte (RN)","946","Pessoas","214","Pessoas","13","Pessoas","2129","Pessoas","2","Pessoas"
"MU","2411700","São Bento do Trairí (RN)","1477","Pessoas","265","Pessoas","16","Pessoas","2034","Pessoas","-","Pessoas"
"MU","2411809","São Fernando (RN)","2257","Pessoas","304","Pessoas","2","Pessoas","928","Pessoas","1","Pessoas"
"MU","2411908","São Francisco do Oeste (RN)","2054","Pessoas","246","Pessoas","6","Pessoas","1855","Pessoas","-","Pessoas"
"MU","2412005","São Gonçalo do Amarante (RN)","39449","Pessoas","14410","Pessoas","183","Pessoas","61390","Pessoas","405","Pessoas"
"MU","2412104","São João do Sabugi (RN)","3305","Pessoas","404","Pessoas","5","Pessoas","2241","Pessoas","1","Pessoas"
